Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q1,0.0427030,2760.987
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q1,0.0217964,2447.806
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q1,0.0549412,3707.888
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q1,0.1468706,8898.758
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q1,0.1030298,7148.629
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q1,0.0416068,2952.564
High level industry groups,Education and training,SG01RSC02B01C09,2020Q1,0.0426523,2444.913
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q1,0.0601412,3872.215
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q1,0.0320562,2017.339
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q1,0.0838101,4928.990
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2020Q2,0.0565209,3136.392
High level industry groups,Mining,SG01RSC02B01A02,2020Q2,0.0056497,500.558
High level industry groups,Manufacturing,SG01RSC02B01B01,2020Q2,0.0947311,5205.575
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2020Q2,0.0260527,1672.396
High level industry groups,Construction,SG01RSC02B01B03,2020Q2,0.0706506,3236.799
High level industry groups,Wholesale trade,SG01RSC02B01C01,2020Q2,0.0487326,2826.049
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2020Q2,0.0645232,3538.757
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q2,0.0359484,1899.762
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q2,0.0225355,2399.984
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q2,0.0553951,3746.884
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q2,0.1534090,8722.270
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q2,0.1028206,6409.403
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q2,0.0434222,2979.520
High level industry groups,Education and training,SG01RSC02B01C09,2020Q2,0.0443707,2264.104
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q2,0.0648861,3730.840
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q2,0.0306266,1551.241
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q2,0.0797251,4208.745
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2020Q3,0.0565209,3540.831
High level industry groups,Mining,SG01RSC02B01A02,2020Q3,0.0056497,576.375
High level industry groups,Manufacturing,SG01RSC02B01B01,2020Q3,0.0947311,6119.474
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2020Q3,0.0260527,1748.423
High level industry groups,Construction,SG01RSC02B01B03,2020Q3,0.0706506,4948.455
High level industry groups,Wholesale trade,SG01RSC02B01C01,2020Q3,0.0487326,3360.152
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2020Q3,0.0645232,4933.490
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q3,0.0359484,2124.349
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q3,0.0225355,2570.191
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q3,0.0553951,3793.540
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q3,0.1534090,9094.014
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q3,0.1028206,6952.187
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q3,0.0434222,3024.812
High level industry groups,Education and training,SG01RSC02B01C09,2020Q3,0.0443707,2409.579
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q3,0.0648861,3995.643
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q3,0.0306266,2004.764
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q3,0.0797251,4920.953
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2020Q4,0.0565209,3480.010
High level industry groups,Mining,SG01RSC02B01A02,2020Q4,0.0056497,574.706
High level industry groups,Manufacturing,SG01RSC02B01B01,2020Q4,0.0947311,6122.529
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2020Q4,0.0260527,1759.991
High level industry groups,Construction,SG01RSC02B01B03,2020Q4,0.0706506,4501.390
High level industry groups,Wholesale trade,SG01RSC02B01C01,2020Q4,0.0487326,3309.911
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2020Q4,0.0645232,4808.773
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2020Q4,0.0359484,2262.814
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2020Q4,0.0225355,2672.613
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2020Q4,0.0553951,3810.034
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2020Q4,0.1534090,9190.582
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2020Q4,0.1028206,7064.594
High level industry groups,Public administration and safety,SG01RSC02B01C08,2020Q4,0.0434222,3052.700
High level industry groups,Education and training,SG01RSC02B01C09,2020Q4,0.0443707,2437.688
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2020Q4,0.0648861,4087.996
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2020Q4,0.0306266,2086.706
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2020Q4,0.0797251,4864.627
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2021Q1,0.0565209,3498.310
High level industry groups,Mining,SG01RSC02B01A02,2021Q1,0.0056497,572.537
High level industry groups,Manufacturing,SG01RSC02B01B01,2021Q1,0.0947311,6231.643
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2021Q1,0.0260527,1747.591
High level industry groups,Construction,SG01RSC02B01B03,2021Q1,0.0706506,4852.990
High level industry groups,Wholesale trade,SG01RSC02B01C01,2021Q1,0.0487326,3435.349
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2021Q1,0.0645232,4893.705
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2021Q1,0.0359484,2303.002
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2021Q1,0.0225355,2747.956
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2021Q1,0.0553951,3747.227
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2021Q1,0.1534090,9186.685
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2021Q1,0.1028206,7278.385
High level industry groups,Public administration and safety,SG01RSC02B01C08,2021Q1,0.0434222,3113.956
High level industry groups,Education and training,SG01RSC02B01C09,2021Q1,0.0443707,2502.756
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2021Q1,0.0648861,4065.260
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2021Q1,0.0306266,2107.469
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q1,0.0797251,5406.891
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2021Q2,0.0565209,3557.876
High level industry groups,Mining,SG01RSC02B01A02,2021Q2,0.0056497,579.422
High level industry groups,Manufacturing,SG01RSC02B01B01,2021Q2,0.0947311,6241.312
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2021Q2,0.0260527,1759.766
High level industry groups,Construction,SG01RSC02B01B03,2021Q2,0.0706506,4830.981
High level industry groups,Wholesale trade,SG01RSC02B01C01,2021Q2,0.0487326,3521.414
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2021Q2,0.0645232,5251.530
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2021Q2,0.0359484,2548.527
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2021Q2,0.0225355,2719.981
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2021Q2,0.0553951,3738.292
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2021Q2,0.1534090,9232.008
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2021Q2,0.1028206,7604.111
High level industry groups,Public administration and safety,SG01RSC02B01C08,2021Q2,0.0434222,3109.840
High level industry groups,Education and training,SG01RSC02B01C09,2021Q2,0.0443707,2491.758
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2021Q2,0.0648861,4146.980
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2021Q2,0.0306266,2195.501
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q2,0.0797251,5147.336
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2021Q3,0.0565209,3462.611
High level industry groups,Mining,SG01RSC02B01A02,2021Q3,0.0056497,536.147
High level industry groups,Manufacturing,SG01RSC02B01B01,2021Q3,0.0947311,5739.062
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2021Q3,0.0260527,1754.121
High level industry groups,Construction,SG01RSC02B01B03,2021Q3,0.0706506,4364.121
High level industry groups,Wholesale trade,SG01RSC02B01C01,2021Q3,0.0487326,3448.395
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2021Q3,0.0645232,4515.692
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2021Q3,0.0359484,2438.745
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2021Q3,0.0225355,2647.992
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2021Q3,0.0553951,3755.259
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2021Q3,0.1534090,9247.107
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2021Q3,0.1028206,7519.642
High level industry groups,Public administration and safety,SG01RSC02B01C08,2021Q3,0.0434222,3159.289
High level industry groups,Education and training,SG01RSC02B01C09,2021Q3,0.0443707,2370.881
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2021Q3,0.0648861,4151.991
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2021Q3,0.0306266,1885.292
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q3,0.0797251,4876.968
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2021Q4,0.0565209,3365.463
High level industry groups,Mining,SG01RSC02B01A02,2021Q4,0.0056497,570.961
High level industry groups,Manufacturing,SG01RSC02B01B01,2021Q4,0.0947311,6156.106
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2021Q4,0.0260527,1763.857
High level industry groups,Construction,SG01RSC02B01B03,2021Q4,0.0706506,4708.908
High level industry groups,Wholesale trade,SG01RSC02B01C01,2021Q4,0.0487326,3632.736
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2021Q4,0.0645232,4918.361
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2021Q4,0.0359484,2498.904
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2021Q4,0.0225355,2750.284
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2021Q4,0.0553951,3760.424
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2021Q4,0.1534090,9334.598
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2021Q4,0.1028206,8041.345
High level industry groups,Public administration and safety,SG01RSC02B01C08,2021Q4,0.0434222,3219.191
High level industry groups,Education and training,SG01RSC02B01C09,2021Q4,0.0443707,2341.078
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2021Q4,0.0648861,4334.603
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2021Q4,0.0306266,1928.466
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2021Q4,0.0797251,5091.529
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2022Q1,0.0565209,3338.369
High level industry groups,Mining,SG01RSC02B01A02,2022Q1,0.0056497,530.431
High level industry groups,Manufacturing,SG01RSC02B01B01,2022Q1,0.0947311,6107.514
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2022Q1,0.0260527,1774.210
High level industry groups,Construction,SG01RSC02B01B03,2022Q1,0.0706506,4738.451
High level industry groups,Wholesale trade,SG01RSC02B01C01,2022Q1,0.0487326,3669.604
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2022Q1,0.0645232,4829.019
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2022Q1,0.0359484,2413.224
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2022Q1,0.0225355,2690.205
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2022Q1,0.0553951,3751.391
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2022Q1,0.1534090,9367.147
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2022Q1,0.1028206,8050.496
High level industry groups,Public administration and safety,SG01RSC02B01C08,2022Q1,0.0434222,3218.908
High level industry groups,Education and training,SG01RSC02B01C09,2022Q1,0.0443707,2383.357
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2022Q1,0.0648861,4452.722
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2022Q1,0.0306266,1965.103
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q1,0.0797251,5104.768
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2022Q2,0.0565209,3367.752
High level industry groups,Mining,SG01RSC02B01A02,2022Q2,0.0056497,478.602
High level industry groups,Manufacturing,SG01RSC02B01B01,2022Q2,0.0947311,5705.709
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2022Q2,0.0260527,1766.178
High level industry groups,Construction,SG01RSC02B01B03,2022Q2,0.0706506,4640.969
High level industry groups,Wholesale trade,SG01RSC02B01C01,2022Q2,0.0487326,3759.712
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2022Q2,0.0645232,5059.077
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2022Q2,0.0359484,2743.598
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2022Q2,0.0225355,2727.602
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2022Q2,0.0553951,3863.581
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2022Q2,0.1534090,9394.930
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2022Q2,0.1028206,8106.462
High level industry groups,Public administration and safety,SG01RSC02B01C08,2022Q2,0.0434222,3258.262
High level industry groups,Education and training,SG01RSC02B01C09,2022Q2,0.0443707,2391.484
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2022Q2,0.0648861,4440.604
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2022Q2,0.0306266,2126.300
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q2,0.0797251,5272.740
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2022Q3,0.0565209,3316.512
High level industry groups,Mining,SG01RSC02B01A02,2022Q3,0.0056497,512.112
High level industry groups,Manufacturing,SG01RSC02B01B01,2022Q3,0.0947311,5698.791
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2022Q3,0.0260527,1820.744
High level industry groups,Construction,SG01RSC02B01B03,2022Q3,0.0706506,4892.162
High level industry groups,Wholesale trade,SG01RSC02B01C01,2022Q3,0.0487326,3763.142
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2022Q3,0.0645232,4951.035
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2022Q3,0.0359484,2950.681
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2022Q3,0.0225355,2786.957
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2022Q3,0.0553951,3931.707
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2022Q3,0.1534090,9445.138
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2022Q3,0.1028206,8308.111
High level industry groups,Public administration and safety,SG01RSC02B01C08,2022Q3,0.0434222,3249.689
High level industry groups,Education and training,SG01RSC02B01C09,2022Q3,0.0443707,2410.193
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2022Q3,0.0648861,4728.221
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2022Q3,0.0306266,2140.625
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q3,0.0797251,5269.685
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2022Q4,0.0565209,3294.311
High level industry groups,Mining,SG01RSC02B01A02,2022Q4,0.0056497,523.992
High level industry groups,Manufacturing,SG01RSC02B01B01,2022Q4,0.0947311,5584.962
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2022Q4,0.0260527,1810.801
High level industry groups,Construction,SG01RSC02B01B03,2022Q4,0.0706506,4974.097
High level industry groups,Wholesale trade,SG01RSC02B01C01,2022Q4,0.0487326,3718.879
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2022Q4,0.0645232,4861.567
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2022Q4,0.0359484,2861.297
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2022Q4,0.0225355,2770.708
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2022Q4,0.0553951,3872.450
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2022Q4,0.1534090,9456.869
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2022Q4,0.1028206,8580.931
High level industry groups,Public administration and safety,SG01RSC02B01C08,2022Q4,0.0434222,3260.155
High level industry groups,Education and training,SG01RSC02B01C09,2022Q4,0.0443707,2432.716
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2022Q4,0.0648861,4675.135
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2022Q4,0.0306266,2114.689
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2022Q4,0.0797251,5261.144
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2023Q1,0.0565209,3266.764
High level industry groups,Mining,SG01RSC02B01A02,2023Q1,0.0056497,534.159
High level industry groups,Manufacturing,SG01RSC02B01B01,2023Q1,0.0947311,5525.489
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2023Q1,0.0260527,1805.048
High level industry groups,Construction,SG01RSC02B01B03,2023Q1,0.0706506,4957.538
High level industry groups,Wholesale trade,SG01RSC02B01C01,2023Q1,0.0487326,3703.238
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2023Q1,0.0645232,4805.463
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2023Q1,0.0359484,2791.284
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2023Q1,0.0225355,2840.884
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2023Q1,0.0553951,3915.101
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2023Q1,0.1534090,9562.405
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2023Q1,0.1028206,8289.813
High level industry groups,Public administration and safety,SG01RSC02B01C08,2023Q1,0.0434222,3301.399
High level industry groups,Education and training,SG01RSC02B01C09,2023Q1,0.0443707,2385.896
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2023Q1,0.0648861,4667.002
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2023Q1,0.0306266,2142.456
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q1,0.0797251,5455.331
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2023Q2,0.0565209,3190.140
High level industry groups,Mining,SG01RSC02B01A02,2023Q2,0.0056497,548.719
High level industry groups,Manufacturing,SG01RSC02B01B01,2023Q2,0.0947311,5574.250
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2023Q2,0.0260527,1861.089
High level industry groups,Construction,SG01RSC02B01B03,2023Q2,0.0706506,4945.154
High level industry groups,Wholesale trade,SG01RSC02B01C01,2023Q2,0.0487326,3685.135
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2023Q2,0.0645232,4756.835
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2023Q2,0.0359484,2832.474
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2023Q2,0.0225355,2852.251
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2023Q2,0.0553951,3922.526
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2023Q2,0.1534090,9630.962
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2023Q2,0.1028206,8460.982
High level industry groups,Public administration and safety,SG01RSC02B01C08,2023Q2,0.0434222,3393.167
High level industry groups,Education and training,SG01RSC02B01C09,2023Q2,0.0443707,2433.395
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2023Q2,0.0648861,4709.026
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2023Q2,0.0306266,2191.943
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q2,0.0797251,5346.816
Industry aggregates,Primary industries,SG01RSC02B01A99,1987Q2,0.0749834,2241.224
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1987Q2,0.2737501,7232.449
Industry aggregates,Services industries,SG01RSC02B01C99,1987Q2,0.5832236,16753.241
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1987Q2,0.0680429,1798.560
Industry aggregates,Primary industries,SG01RSC02B01A99,1987Q3,0.0749834,2239.631
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1987Q3,0.2737501,7158.690
Industry aggregates,Services industries,SG01RSC02B01C99,1987Q3,0.5832236,16888.212
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1987Q3,0.0680429,1758.429
Industry aggregates,Primary industries,SG01RSC02B01A99,1987Q4,0.0749834,2494.218
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1987Q4,0.2737501,7097.454
Industry aggregates,Services industries,SG01RSC02B01C99,1987Q4,0.5832236,16873.153
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1987Q4,0.0680429,1858.864
Industry aggregates,Primary industries,SG01RSC02B01A99,1988Q1,0.0749834,2505.904
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1988Q1,0.2737501,7122.221
Industry aggregates,Services industries,SG01RSC02B01C99,1988Q1,0.5832236,16880.670
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1988Q1,0.0680429,1733.836
Industry aggregates,Primary industries,SG01RSC02B01A99,1988Q2,0.0776311,2460.370
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1988Q2,0.2651645,7064.982
Industry aggregates,Services industries,SG01RSC02B01C99,1988Q2,0.5983859,16855.246
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1988Q2,0.0588185,1715.005
Industry aggregates,Primary industries,SG01RSC02B01A99,1988Q3,0.0776311,2410.829
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1988Q3,0.2651645,7032.763
Industry aggregates,Services industries,SG01RSC02B01C99,1988Q3,0.5983859,16903.176
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1988Q3,0.0588185,1736.797
Industry aggregates,Primary industries,SG01RSC02B01A99,1988Q4,0.0776311,2173.097
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1988Q4,0.2651645,6944.456
Industry aggregates,Services industries,SG01RSC02B01C99,1988Q4,0.5983859,16982.647
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1988Q4,0.0588185,1766.782
Industry aggregates,Primary industries,SG01RSC02B01A99,1989Q1,0.0776311,2310.013
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1989Q1,0.2651645,7042.971
Industry aggregates,Services industries,SG01RSC02B01C99,1989Q1,0.5983859,17111.453
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1989Q1,0.0588185,1848.154
Industry aggregates,Primary industries,SG01RSC02B01A99,1989Q2,0.0797027,2132.522
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1989Q2,0.2650370,7186.654
Industry aggregates,Services industries,SG01RSC02B01C99,1989Q2,0.5858552,17186.775
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1989Q2,0.0694051,1908.108
Industry aggregates,Primary industries,SG01RSC02B01A99,1989Q3,0.0797027,2179.583
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1989Q3,0.2650370,7057.941
Industry aggregates,Services industries,SG01RSC02B01C99,1989Q3,0.5858552,16956.490
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1989Q3,0.0694051,1836.826
Industry aggregates,Primary industries,SG01RSC02B01A99,1989Q4,0.0797027,2114.426
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1989Q4,0.2650370,7047.228
Industry aggregates,Services industries,SG01RSC02B01C99,1989Q4,0.5858552,16979.872
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1989Q4,0.0694051,1848.445
Industry aggregates,Primary industries,SG01RSC02B01A99,1990Q1,0.0797027,2205.939
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1990Q1,0.2650370,6911.888
Industry aggregates,Services industries,SG01RSC02B01C99,1990Q1,0.5858552,17033.177
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1990Q1,0.0694051,1872.546
Industry aggregates,Primary industries,SG01RSC02B01A99,1990Q2,0.0758701,2330.127
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1990Q2,0.2493728,6848.608
Industry aggregates,Services industries,SG01RSC02B01C99,1990Q2,0.6033665,16978.467
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1990Q2,0.0713906,1875.633
Industry aggregates,Primary industries,SG01RSC02B01A99,1990Q3,0.0758701,2507.172
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1990Q3,0.2493728,6772.070
Industry aggregates,Services industries,SG01RSC02B01C99,1990Q3,0.6033665,17089.101
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1990Q3,0.0713906,1879.479
Industry aggregates,Primary industries,SG01RSC02B01A99,1990Q4,0.0758701,2682.940
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1990Q4,0.2493728,6750.652
Industry aggregates,Services industries,SG01RSC02B01C99,1990Q4,0.6033665,17122.887
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1990Q4,0.0713906,1875.275
Industry aggregates,Primary industries,SG01RSC02B01A99,1991Q1,0.0758701,2572.285
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1991Q1,0.2493728,6484.746
Industry aggregates,Services industries,SG01RSC02B01C99,1991Q1,0.6033665,17029.929
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1991Q1,0.0713906,1816.242
Industry aggregates,Primary industries,SG01RSC02B01A99,1991Q2,0.0836989,2643.290
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1991Q2,0.2450591,6257.562
Industry aggregates,Services industries,SG01RSC02B01C99,1991Q2,0.6006451,16997.949
Industry aggregates,Unallocated taxes,SG01RSC04B01UZ9,1991Q2,0.0705969,1795.481
Industry aggregates,Primary industries,SG01RSC02B01A99,1991Q3,0.0836989,2632.492
Industry aggregates,Goods producing industries,SG01RSC02B01B99,1991Q3,0.2450591,6373.080
Industry aggregates,Services industries,SG01RSC02B01C99,1991Q3,0.6006451,16966.679
