hlpi_name,year,hlpi,nzhec,nzhec_name,nzhec_short,level,nzhec1,nzhec1_name,nzhec1_short,weight,exp_pw,eqv_exp_pw,,,
Income quintile 2,2022,disq2,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.3,NA,NA,,,
Income quintile 2,2022,disq2,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.3,NA,NA,,,
Income quintile 2,2022,disq2,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,1,NA,NA,,,
Income quintile 2,2022,disq2,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,0.8,NA,NA,,,
Income quintile 2,2022,disq2,10,Education,Education,group,10,Education,Education,1.1,NA,NA,,,
Income quintile 2,2022,disq2,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.3,NA,NA,,,
Income quintile 2,2022,disq2,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,NA,NA,,,
Income quintile 2,2022,disq2,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.5,NA,NA,,,
Income quintile 2,2022,disq2,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,NA,NA,,,
Income quintile 2,2022,disq2,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,6.8,NA,NA,,,
Income quintile 2,2022,disq2,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,1.9,NA,NA,,,
Income quintile 2,2022,disq2,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,NA,NA,,,
Income quintile 2,2022,disq2,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,3.9,NA,NA,,,
Income quintile 2,2022,disq2,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,NA,NA,,,
Income quintile 2,2022,disq2,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.5,NA,NA,,,
Income quintile 2,2022,disq2,13,Other expenditure,Interest,group,13,Other expenditure,Interest,2.8,NA,NA,,,
Income quintile 2,2022,disq2,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,2.8,NA,NA,,,
Income quintile 2,2022,disq2,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,16.9,NA,NA,,,
Income quintile 2,2022,disq2,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,4.4,NA,NA,,,
Income quintile 2,2022,disq2,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,5.2,NA,NA,,,
Income quintile 2,2022,disq2,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.8,NA,NA,,,
Income quintile 3,2022,disq3,1,Food,Food,group,1,Food,Food,18.9,NA,NA,,,
Income quintile 3,2022,disq3,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.5,NA,NA,,,
Income quintile 3,2022,disq3,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.1,NA,NA,,,
Income quintile 3,2022,disq3,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.1,NA,NA,,,
Income quintile 3,2022,disq3,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.9,NA,NA,,,
Income quintile 3,2022,disq3,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,4.4,NA,NA,,,
Income quintile 3,2022,disq3,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.9,NA,NA,,,
Income quintile 3,2022,disq3,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.4,NA,NA,,,
Income quintile 3,2022,disq3,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3.5,NA,NA,,,
Income quintile 3,2022,disq3,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3,NA,NA,,,
Income quintile 3,2022,disq3,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.4,NA,NA,,,
Income quintile 3,2022,disq3,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.7,NA,NA,,,
Income quintile 3,2022,disq3,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,25.3,NA,NA,,,
Income quintile 3,2022,disq3,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,15.5,NA,NA,,,
Income quintile 3,2022,disq3,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.2,NA,NA,,,
Income quintile 3,2022,disq3,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.1,NA,NA,,,
Income quintile 3,2022,disq3,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,4.6,NA,NA,,,
Income quintile 3,2022,disq3,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,3.9,NA,NA,,,
Income quintile 3,2022,disq3,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,NA,NA,,,
Income quintile 3,2022,disq3,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.3,NA,NA,,,
Income quintile 3,2022,disq3,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.8,NA,NA,,,
Income quintile 3,2022,disq3,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.2,NA,NA,,,
Income quintile 3,2022,disq3,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.6,NA,NA,,,
Income quintile 3,2022,disq3,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1,NA,NA,,,
Income quintile 3,2022,disq3,6,Health,Health,group,6,Health,Health,3.6,NA,NA,,,
Income quintile 3,2022,disq3,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,0.9,NA,NA,,,
Income quintile 3,2022,disq3,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.1,NA,NA,,,
Income quintile 3,2022,disq3,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.6,NA,NA,,,
Income quintile 3,2022,disq3,7,Transport,Transport,group,7,Transport,Transport,13.9,NA,NA,,,
Income quintile 3,2022,disq3,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,3.4,NA,NA,,,
Income quintile 3,2022,disq3,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,8.8,NA,NA,,,
Income quintile 3,2022,disq3,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.7,NA,NA,,,
Income quintile 3,2022,disq3,8,Communication,Communication,group,8,Communication,Communication,3.3,NA,NA,,,
Income quintile 3,2022,disq3,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,NA,NA,,,
Income quintile 3,2022,disq3,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.3,NA,NA,,,
Income quintile 3,2022,disq3,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.9,NA,NA,,,
Income quintile 3,2022,disq3,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,7.5,NA,NA,,,
Income quintile 3,2022,disq3,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.5,NA,NA,,,
Income quintile 3,2022,disq3,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,NA,NA,,,
Income quintile 3,2022,disq3,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.6,NA,NA,,,
Income quintile 3,2022,disq3,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.2,NA,NA,,,
Income quintile 3,2022,disq3,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.7,NA,NA,,,
Income quintile 3,2022,disq3,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,1.3,NA,NA,,,
Income quintile 3,2022,disq3,10,Education,Education,group,10,Education,Education,1.1,NA,NA,,,
Income quintile 3,2022,disq3,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.5,NA,NA,,,
Income quintile 3,2022,disq3,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.3,NA,NA,,,
Income quintile 3,2022,disq3,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.3,NA,NA,,,
Income quintile 3,2022,disq3,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0,NA,NA,,,
Income quintile 3,2022,disq3,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,6.9,NA,NA,,,
Income quintile 3,2022,disq3,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.1,NA,NA,,,
Income quintile 3,2022,disq3,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,NA,NA,,,
Income quintile 3,2022,disq3,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,3.7,NA,NA,,,
Income quintile 3,2022,disq3,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,NA,NA,,,
Income quintile 3,2022,disq3,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.7,NA,NA,,,
Income quintile 3,2022,disq3,13,Other expenditure,Interest,group,13,Other expenditure,Interest,5.6,NA,NA,,,
Income quintile 3,2022,disq3,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,5.6,NA,NA,,,
Income quintile 3,2022,disq3,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,15.5,NA,NA,,,
Income quintile 3,2022,disq3,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.4,NA,NA,,,
Income quintile 3,2022,disq3,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,4.2,NA,NA,,,
Income quintile 3,2022,disq3,07.2.02,Petrol,Petrol,class,7,Transport,Transport,6,NA,NA,,,
Income quintile 4,2022,disq4,1,Food,Food,group,1,Food,Food,20.4,NA,NA,,,
Income quintile 4,2022,disq4,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.7,NA,NA,,,
Income quintile 4,2022,disq4,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.1,NA,NA,,,
Income quintile 4,2022,disq4,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7.1,NA,NA,,,
Income quintile 4,2022,disq4,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,2.1,NA,NA,,,
Income quintile 4,2022,disq4,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,5.5,NA,NA,,,
Income quintile 4,2022,disq4,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,7,NA,NA,,,
Income quintile 4,2022,disq4,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.1,NA,NA,,,
Income quintile 4,2022,disq4,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,3,NA,NA,,,
Income quintile 4,2022,disq4,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.2,NA,NA,,,
Income quintile 4,2022,disq4,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,2.6,NA,NA,,,
Income quintile 4,2022,disq4,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.6,NA,NA,,,
Income quintile 4,2022,disq4,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,21.3,NA,NA,,,
Income quintile 4,2022,disq4,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,11.9,NA,NA,,,
Income quintile 4,2022,disq4,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,1.4,NA,NA,,,
Income quintile 4,2022,disq4,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.1,NA,NA,,,
Income quintile 4,2022,disq4,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,3.9,NA,NA,,,
Income quintile 4,2022,disq4,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.1,NA,NA,,,
Income quintile 4,2022,disq4,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1,NA,NA,,,
Income quintile 4,2022,disq4,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.5,NA,NA,,,
Income quintile 4,2022,disq4,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,0.9,NA,NA,,,
Income quintile 4,2022,disq4,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,NA,NA,,,
Income quintile 4,2022,disq4,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.5,NA,NA,,,
Income quintile 4,2022,disq4,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1,NA,NA,,,
Income quintile 4,2022,disq4,6,Health,Health,group,6,Health,Health,3.1,NA,NA,,,
Income quintile 4,2022,disq4,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1,NA,NA,,,
Income quintile 4,2022,disq4,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2,NA,NA,,,
Income quintile 4,2022,disq4,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.1,NA,NA,,,
Income quintile 4,2022,disq4,7,Transport,Transport,group,7,Transport,Transport,14.8,NA,NA,,,
Income quintile 4,2022,disq4,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,3.7,NA,NA,,,
Income quintile 4,2022,disq4,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,9.2,NA,NA,,,
Income quintile 4,2022,disq4,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,1.9,NA,NA,,,
Income quintile 4,2022,disq4,8,Communication,Communication,group,8,Communication,Communication,2.9,NA,NA,,,
Income quintile 4,2022,disq4,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,NA,NA,,,
Income quintile 4,2022,disq4,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,NA,NA,,,
Income quintile 4,2022,disq4,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.6,NA,NA,,,
Income quintile 4,2022,disq4,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8.3,NA,NA,,,
Income quintile 4,2022,disq4,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.8,NA,NA,,,
Income quintile 4,2022,disq4,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,NA,NA,,,
Income quintile 4,2022,disq4,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.4,NA,NA,,,
Income quintile 4,2022,disq4,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,3,NA,NA,,,
Income quintile 4,2022,disq4,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.6,NA,NA,,,
Income quintile 4,2022,disq4,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,1.2,NA,NA,,,
Income quintile 4,2022,disq4,10,Education,Education,group,10,Education,Education,1.5,NA,NA,,,
Income quintile 4,2022,disq4,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.7,NA,NA,,,
Income quintile 4,2022,disq4,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.4,NA,NA,,,
Income quintile 4,2022,disq4,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.4,NA,NA,,,
Income quintile 4,2022,disq4,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,NA,NA,,,
Income quintile 4,2022,disq4,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,7.3,NA,NA,,,
Income quintile 4,2022,disq4,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.2,NA,NA,,,
Income quintile 4,2022,disq4,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.3,NA,NA,,,
Income quintile 4,2022,disq4,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,3.9,NA,NA,,,
Income quintile 4,2022,disq4,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,NA,NA,,,
Income quintile 4,2022,disq4,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.7,NA,NA,,,
Income quintile 4,2022,disq4,13,Other expenditure,Interest,group,13,Other expenditure,Interest,6.1,NA,NA,,,
Income quintile 4,2022,disq4,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,6.1,NA,NA,,,
Income quintile 4,2022,disq4,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,11.9,NA,NA,,,
Income quintile 4,2022,disq4,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.5,NA,NA,,,
Income quintile 4,2022,disq4,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,3.5,NA,NA,,,
Income quintile 4,2022,disq4,07.2.02,Petrol,Petrol,class,7,Transport,Transport,6,NA,NA,,,
Income quintile 5 (high),2022,disq5,1,Food,Food,group,1,Food,Food,20.1,NA,NA,,,
Income quintile 5 (high),2022,disq5,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,2.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,6.3,NA,NA,,,
Income quintile 5 (high),2022,disq5,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,6.6,NA,NA,,,
Income quintile 5 (high),2022,disq5,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,6.9,NA,NA,,,
Income quintile 5 (high),2022,disq5,2.1,Alcoholic beverages,Alcohol,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,4.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,2.2,Cigarettes and tobacco,Cigarettes and tobacco,subgroup,2,Alcoholic beverages and tobacco,Alcohol and tobacco,2,NA,NA,,,
Income quintile 5 (high),2022,disq5,3,Clothing and footwear,Clothing and footwear,group,3,Clothing and footwear,Clothing and footwear,3.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,3.1,Clothing,Clothing,subgroup,3,Clothing and footwear,Clothing and footwear,3,NA,NA,,,
Income quintile 5 (high),2022,disq5,3.2,Footwear,Footwear,subgroup,3,Clothing and footwear,Clothing and footwear,0.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,4,Housing and household utilities,Housing,group,4,Housing and household utilities,Housing,17.3,NA,NA,,,
Income quintile 5 (high),2022,disq5,4.1,Actual rentals for housing,Rent,subgroup,4,Housing and household utilities,Housing,6.5,NA,NA,,,
Income quintile 5 (high),2022,disq5,4.3,Property maintenance,Property maintenance,subgroup,4,Housing and household utilities,Housing,2.9,NA,NA,,,
Income quintile 5 (high),2022,disq5,4.4,Property rates and related services,Property rates,subgroup,4,Housing and household utilities,Housing,4.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,4.5,Household energy,Household energy,subgroup,4,Housing and household utilities,Housing,3.5,NA,NA,,,
Income quintile 5 (high),2022,disq5,5,Household contents and services,Contents and services,group,5,Household contents and services,Contents and services,4.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,5.1,"Furniture, furnishings and floor coverings",Furniture,subgroup,5,Household contents and services,Contents and services,1.1,NA,NA,,,
Income quintile 5 (high),2022,disq5,5.2,Household textiles,Textiles,subgroup,5,Household contents and services,Contents and services,0.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,5.3,Household appliances,Appliances,subgroup,5,Household contents and services,Contents and services,1.2,NA,NA,,,
Income quintile 5 (high),2022,disq5,5.4,"Glassware, tableware and household utensils",Utensils,subgroup,5,Household contents and services,Contents and services,0.3,NA,NA,,,
Income quintile 5 (high),2022,disq5,5.5,Tools and equipment for house and garden,Tools,subgroup,5,Household contents and services,Contents and services,0.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,5.6,Other household supplies and services,Other supplies and services,subgroup,5,Household contents and services,Contents and services,1.1,NA,NA,,,
Income quintile 5 (high),2022,disq5,6,Health,Health,group,6,Health,Health,4.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,6.1,"Medical products, appliances and equipment",Medical products,subgroup,6,Health,Health,1.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,6.2,Out-patient services,Out-patient services,subgroup,6,Health,Health,2.9,NA,NA,,,
Income quintile 5 (high),2022,disq5,6.3,Hospital services,Hospital services,subgroup,6,Health,Health,0.2,NA,NA,,,
Income quintile 5 (high),2022,disq5,7,Transport,Transport,group,7,Transport,Transport,14.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,7.1,Purchase of vehicles,Vehicles,subgroup,7,Transport,Transport,4.2,NA,NA,,,
Income quintile 5 (high),2022,disq5,7.2,Private transport supplies and services,Private transport supplies,subgroup,7,Transport,Transport,7.9,NA,NA,,,
Income quintile 5 (high),2022,disq5,7.3,Passenger transport services,Passenger transport,subgroup,7,Transport,Transport,2.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,8,Communication,Communication,group,8,Communication,Communication,2.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,8.1,Postal services,Postal services,subgroup,8,Communication,Communication,0.1,NA,NA,,,
Income quintile 5 (high),2022,disq5,8.2,Telecommunication equipment,Telecommunication equip,subgroup,8,Communication,Communication,0.2,NA,NA,,,
Income quintile 5 (high),2022,disq5,8.3,Telecommunication services,Telecommunication services,subgroup,8,Communication,Communication,2.3,NA,NA,,,
Income quintile 5 (high),2022,disq5,9,Recreation and culture,Recreation and culture,group,9,Recreation and culture,Recreation and culture,8.9,NA,NA,,,
Income quintile 5 (high),2022,disq5,9.1,Audio-visual and computing equipment,Audio-visual,subgroup,9,Recreation and culture,Recreation and culture,0.6,NA,NA,,,
Income quintile 5 (high),2022,disq5,9.2,Major recreational and cultural equipment,Major recreational equip,subgroup,9,Recreation and culture,Recreation and culture,0.2,NA,NA,,,
Income quintile 5 (high),2022,disq5,9.3,Other recreational equipment and supplies,Other recreational equip,subgroup,9,Recreation and culture,Recreation and culture,2.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,9.4,Recreational and cultural services,Rec & cultural services,subgroup,9,Recreation and culture,Recreation and culture,2.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,9.5,"Newspapers, books and stationery",Newspapers & books,subgroup,9,Recreation and culture,Recreation and culture,0.6,NA,NA,,,
Income quintile 5 (high),2022,disq5,9.6,Accommodation services,Accomodation,subgroup,9,Recreation and culture,Recreation and culture,2,NA,NA,,,
Income quintile 5 (high),2022,disq5,10,Education,Education,group,10,Education,Education,1.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,10.1,Early childhood education,Early childhood education,subgroup,10,Education,Education,0.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,10.2,Primary and secondary education,Primary/secondary education,subgroup,10,Education,Education,0.6,NA,NA,,,
Income quintile 5 (high),2022,disq5,10.3,Tertiary and other post school education,Tertiary education,subgroup,10,Education,Education,0.3,NA,NA,,,
Income quintile 5 (high),2022,disq5,10.4,Other educational fees,Other education,subgroup,10,Education,Education,0.1,NA,NA,,,
Income quintile 5 (high),2022,disq5,11,Miscellaneous goods and services,Miscellaneous,group,11,Miscellaneous goods and services,Miscellaneous,8.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,11.1,Personal care,Personal care,subgroup,11,Miscellaneous goods and services,Miscellaneous,2.5,NA,NA,,,
Income quintile 5 (high),2022,disq5,11.3,Personal effects,Personal effects,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,11.4,Insurance,Insurance,subgroup,11,Miscellaneous goods and services,Miscellaneous,4.8,NA,NA,,,
Income quintile 5 (high),2022,disq5,11.5,Credit services,Credit services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.2,NA,NA,,,
Income quintile 5 (high),2022,disq5,11.6,Other miscellaneous services,Miscellaneous services,subgroup,11,Miscellaneous goods and services,Miscellaneous,0.9,NA,NA,,,
Income quintile 5 (high),2022,disq5,13,Other expenditure,Interest,group,13,Other expenditure,Interest,6.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,13.1,Interest payments,Interest,subgroup,13,Other expenditure,Interest,6.4,NA,NA,,,
Income quintile 5 (high),2022,disq5,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,6.5,NA,NA,,,
Income quintile 5 (high),2022,disq5,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,3.7,NA,NA,,,
Income quintile 5 (high),2022,disq5,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,3,NA,NA,,,
Income quintile 5 (high),2022,disq5,07.2.02,Petrol,Petrol,class,7,Transport,Transport,5.1,NA,NA,,,
Māori,2022,maori,04.1.01,Actual rentals for housing,Rent,class,4,Housing and household utilities,Housing,19,NA,NA,,,
Māori,2022,maori,04.4.03,Local authority rates and payments,Local authority rates,class,4,Housing and household utilities,Housing,2.7,NA,NA,,,
Māori,2022,maori,04.5.01,Electricity,Electricity,class,4,Housing and household utilities,Housing,4.8,NA,NA,,,
Māori,2022,maori,07.2.02,Petrol,Petrol,class,7,Transport,Transport,6,NA,NA,,,
Māori,2022,maori,1,Food,Food,group,1,Food,Food,19.2,NA,NA,,,
Māori,2022,maori,1.1,Fruit and vegetables,Fruit & veg,subgroup,1,Food,Food,2.2,NA,NA,,,
Māori,2022,maori,1.2,"Meat, poultry and fish",Meat,subgroup,1,Food,Food,3.1,NA,NA,,,
Māori,2022,maori,1.3,Grocery food,Grocery food,subgroup,1,Food,Food,7,NA,NA,,,
Māori,2022,maori,1.4,Non-alcoholic beverages,Soft drinks,subgroup,1,Food,Food,1.9,NA,NA,,,
Māori,2022,maori,1.5,Restaurant meals and ready-to-eat food,Restaurant meals,subgroup,1,Food,Food,5,NA,NA,,,
Māori,2022,maori,2,Alcoholic beverages and tobacco,Alcohol and tobacco,group,2,Alcoholic beverages and tobacco,Alcohol and tobacco,8.7,NA,NA,,,
